"HGCN"	"ensembl"
"NDUFS3"	"ENSG00000213619"
"RPSAP54"	"ENSG00000213621"
"LEPROT"	"ENSG00000213625"
"LBH"	"ENSG00000213626"
"PPP1CB"	"ENSG00000213639"
"RPL7AP4"	"ENSG00000213641"
"SULT1A4"	"ENSG00000213648"
"GPSM3"	"ENSG00000213654"
"RPL31P44"	"ENSG00000213657"
"LAT"	"ENSG00000213658"
"OLA1P2"	"ENSG00000213671"
"NCKIPSD"	"ENSG00000213672"
"SLC25A5P3"	"ENSG00000213673"
"ATF6B"	"ENSG00000213676"
"LDHBP2"	"ENSG00000213684"
"TREX1"	"ENSG00000213689"
"SEC14L1P1"	"ENSG00000213693"
"S1PR3"	"ENSG00000213694"
"RPS7P14"	"ENSG00000213695"
"SLC35F6"	"ENSG00000213699"
"RPL17P50"	"ENSG00000213700"
"EEF1A1P15"	"ENSG00000213704"
"HMGB1P10"	"ENSG00000213707"
"PIGCP1"	"ENSG00000213713"
"CLIC1"	"ENSG00000213719"
"DDAH2"	"ENSG00000213722"
"PPIAP68"	"ENSG00000213739"
"SERBP1P1"	"ENSG00000213740"
"RPS29"	"ENSG00000213741"
"RPS10P14"	"ENSG00000213744"
"CENPBD1P1"	"ENSG00000213753"
"RPS3AP20"	"ENSG00000213757"
"UGT2B11"	"ENSG00000213759"
"ZNF134"	"ENSG00000213762"
"ACTBP2"	"ENSG00000213763"
"EIF1P7"	"ENSG00000213772"
"HNRNPA1P32"	"ENSG00000213778"
"GTF2H4"	"ENSG00000213780"
"DDX47"	"ENSG00000213782"
"RPL35P4"	"ENSG00000213783"
"OLA1P1"	"ENSG00000213790"
"ZNF888"	"ENSG00000213793"
"ZNF845"	"ENSG00000213799"
"ZNF321P"	"ENSG00000213801"
"KLRK1"	"ENSG00000213809"
"RPL13P2"	"ENSG00000213820"
"TMX2P1"	"ENSG00000213839"
"SUGT1P2"	"ENSG00000213842"
"EMP2"	"ENSG00000213853"
"ACTBP15"	"ENSG00000213857"
"KCTD11"	"ENSG00000213859"
"RPL21P75"	"ENSG00000213860"
"EEF1B2P2"	"ENSG00000213864"
"YBX1P10"	"ENSG00000213866"
"TAF9BP1"	"ENSG00000213871"
"RPL32P11"	"ENSG00000213872"
"NPM1P6"	"ENSG00000213881"
"RPL13AP7"	"ENSG00000213885"
"PPM1N"	"ENSG00000213889"
"RPL3P6"	"ENSG00000213891"
"SLC23A3"	"ENSG00000213901"
"LTB4R"	"ENSG00000213903"
"RPL5P8"	"ENSG00000213917"
"DNASE1"	"ENSG00000213918"
"MDP1"	"ENSG00000213920"
"CSNK1E"	"ENSG00000213923"
"NPM1P33"	"ENSG00000213925"
"IRF9"	"ENSG00000213928"
"GALT"	"ENSG00000213930"
"HBG1"	"ENSG00000213934"
"ITGA1"	"ENSG00000213949"
"RPS10P2"	"ENSG00000213950"
"NUDT19"	"ENSG00000213965"
"ZNF726"	"ENSG00000213967"
"ZNF99"	"ENSG00000213973"
"TAX1BP3"	"ENSG00000213977"
"RPL7AP14"	"ENSG00000213979"
"AP1G2"	"ENSG00000213983"
"ZNF90"	"ENSG00000213988"
"NAXD"	"ENSG00000213995"
"MEF2B"	"ENSG00000213999"
"GANC"	"ENSG00000214013"
"RPSAP61"	"ENSG00000214016"
"RBM39P1"	"ENSG00000214019"
"TTLL3"	"ENSG00000214021"
"REPIN1"	"ENSG00000214022"
"MRPL23"	"ENSG00000214026"
"ZNF891"	"ENSG00000214029"
"CLDN7P1"	"ENSG00000214031"
"SMIM7"	"ENSG00000214046"
"RPS11P7"	"ENSG00000214047"
"FBXO16"	"ENSG00000214050"
"TSPAN4"	"ENSG00000214063"
"RPL21P17"	"ENSG00000214073"
"CPNE1"	"ENSG00000214078"
"CYP4F30P"	"ENSG00000214081"
"ARL16"	"ENSG00000214087"
"RPL9P21"	"ENSG00000214089"
"SMCO1"	"ENSG00000214097"
"LDHAP4"	"ENSG00000214110"
"LYRM4"	"ENSG00000214113"
"MYCBP"	"ENSG00000214114"
"PRDX1P1"	"ENSG00000214121"
"TMEM213"	"ENSG00000214128"
"PRCD"	"ENSG00000214140"
"RPL7P60"	"ENSG00000214142"
"ALG3"	"ENSG00000214160"
"AMZ2P1"	"ENSG00000214174"
"PLEKHM1P1"	"ENSG00000214176"
"PTMAP5"	"ENSG00000214182"
"ZNF788P"	"ENSG00000214189"
"UBE2V1P2"	"ENSG00000214192"
"SH3D21"	"ENSG00000214193"
"SMIM30"	"ENSG00000214194"
"EEF1A1P12"	"ENSG00000214199"
"RPS4XP1"	"ENSG00000214203"
"HNRNPA1P43"	"ENSG00000214204"
"C19orf38"	"ENSG00000214212"
"TUBBP2"	"ENSG00000214222"
"HNRNPA1P10"	"ENSG00000214223"
"C17orf67"	"ENSG00000214226"
"CTAGE11P"	"ENSG00000214249"
"FIS1"	"ENSG00000214253"
"ANKRD36BP1"	"ENSG00000214262"
"RPSAP53"	"ENSG00000214263"
"RPS3AP33"	"ENSG00000214268"
"AGGF1P1"	"ENSG00000214273"
"ANG"	"ENSG00000214274"
"SCART1"	"ENSG00000214279"
"ALDOAP2"	"ENSG00000214297"
"SPDYE3"	"ENSG00000214300"
"PDPR2P"	"ENSG00000214331"
"FOXI3"	"ENSG00000214336"
"OR4F13P"	"ENSG00000214344"
"NEURL1B"	"ENSG00000214357"
"RPL18P10"	"ENSG00000214359"
"RPS3AP36"	"ENSG00000214362"
"HAUS3"	"ENSG00000214367"
"CYB5AP2"	"ENSG00000214369"
"RPS3AP26"	"ENSG00000214389"
"TUBAP2"	"ENSG00000214391"
"BBIP1"	"ENSG00000214413"
"LRRC37A4P"	"ENSG00000214425"
"AS3MT"	"ENSG00000214435"
"FAM185BP"	"ENSG00000214439"
"RCN1P2"	"ENSG00000214455"
"PLIN5"	"ENSG00000214456"
"TPT1P6"	"ENSG00000214460"
"RPL7P1"	"ENSG00000214485"
"SEC14L6"	"ENSG00000214491"
"SPINK13"	"ENSG00000214510"
"NOTO"	"ENSG00000214513"
"KRT42P"	"ENSG00000214514"
"PPME1"	"ENSG00000214517"
"STARD10"	"ENSG00000214530"
"RPS15AP1"	"ENSG00000214535"
"RPS4XP3"	"ENSG00000214541"
"GTF2IRD2P1"	"ENSG00000214544"
"LRRC37A11P"	"ENSG00000214553"
"RPL21P41"	"ENSG00000214560"
"RBBP4P4"	"ENSG00000214561"
"CPEB1"	"ENSG00000214575"
"EML6"	"ENSG00000214595"
"RPS19P1"	"ENSG00000214612"
"RPSAP6"	"ENSG00000214629"
"DEFB133"	"ENSG00000214643"
"ZNF727"	"ENSG00000214652"
"HNRNPA3P3"	"ENSG00000214653"
"ZSWIM8"	"ENSG00000214655"
"RPLP1P5"	"ENSG00000214657"
"NPAP1P2"	"ENSG00000214695"
"IFRD2"	"ENSG00000214706"
"ZBED1"	"ENSG00000214717"
"RPL5P35"	"ENSG00000214727"
"TOMM6"	"ENSG00000214736"
"HNRNPUL2"	"ENSG00000214753"
"CSKMT"	"ENSG00000214756"
"RPL21P1"	"ENSG00000214760"
"HNRNPA1P15"	"ENSG00000214761"
"SEPTIN7P2"	"ENSG00000214765"
"RPS3AP21"	"ENSG00000214784"
"MS4A4E"	"ENSG00000214787"
"TUBA5P"	"ENSG00000214796"
"NPM1P31"	"ENSG00000214807"
"FER1L6"	"ENSG00000214814"
"HMGB1P4"	"ENSG00000214821"
"DDX12P"	"ENSG00000214826"
"UPF3AP2"	"ENSG00000214832"
"LINC01347"	"ENSG00000214837"
"APOC1P1"	"ENSG00000214855"
"DCDC2C"	"ENSG00000214866"
"RPL23AP3"	"ENSG00000214914"
"RPL36AP52"	"ENSG00000214925"
"NPIPA8"	"ENSG00000214940"
"ZSWIM7"	"ENSG00000214941"
"ARHGEF28"	"ENSG00000214944"
"LRRC69"	"ENSG00000214954"
"CRPPA"	"ENSG00000214960"
"NPIPA7"	"ENSG00000214967"
"PPIAP29"	"ENSG00000214975"
"RPL7AP26"	"ENSG00000214988"
"CCNB2P1"	"ENSG00000214998"
"RPL23AP59"	"ENSG00000215002"
"RPL15P20"	"ENSG00000215003"
"HSPD1P7"	"ENSG00000215005"
"CHCHD2P2"	"ENSG00000215006"
"RTL10"	"ENSG00000215012"
"RPL24P7"	"ENSG00000215016"
"COL28A1"	"ENSG00000215018"
"PHB2"	"ENSG00000215021"
"RPL13P12"	"ENSG00000215030"
"RPL21P2"	"ENSG00000215063"
"XRCC6P5"	"ENSG00000215070"
"NPM1P24"	"ENSG00000215086"
"RPS5P3"	"ENSG00000215088"
"EEF1A1P29"	"ENSG00000215093"
"TTC3P1"	"ENSG00000215105"
"UBXN2B"	"ENSG00000215114"
"AMD1P4"	"ENSG00000215124"
"CBWD6"	"ENSG00000215126"
"OR7E122P"	"ENSG00000215160"
"LINC00680"	"ENSG00000215190"
"PEX26"	"ENSG00000215193"
"YWHAZP6"	"ENSG00000215199"
"RBMXP2"	"ENSG00000215210"
"UBA52P6"	"ENSG00000215221"
"RPL7P33"	"ENSG00000215236"
"FASTKD5"	"ENSG00000215251"
"GOLGA8B"	"ENSG00000215252"
"RPL10AP3"	"ENSG00000215264"
"HOMEZ"	"ENSG00000215271"
"TMCO5B"	"ENSG00000215296"
"DDX3X"	"ENSG00000215301"
"VPS16"	"ENSG00000215305"
"NPM1P12"	"ENSG00000215311"
"RPL6P30"	"ENSG00000215313"
"SLC25A5P1"	"ENSG00000215347"
"MYL5"	"ENSG00000215375"
"PSMA6P1"	"ENSG00000215414"
"ZNF407"	"ENSG00000215421"
"NPEPL1"	"ENSG00000215440"
"RPS8P3"	"ENSG00000215457"
"RPL17-C18orf32"	"ENSG00000215472"
"SIAH3"	"ENSG00000215475"
"CALM2P3"	"ENSG00000215482"
"HNRNPA1P7"	"ENSG00000215492"
"FRG1JP"	"ENSG00000215548"
"ANKRD20A11P"	"ENSG00000215559"
"BCORP1"	"ENSG00000215580"
"ZNF962P"	"ENSG00000215604"
"GUSBP9"	"ENSG00000215630"
"TMEM242"	"ENSG00000215712"
"TMEM167B"	"ENSG00000215717"
"LRRC37A14P"	"ENSG00000215771"
"FAM72D"	"ENSG00000215784"
"TNFRSF25"	"ENSG00000215788"
"SLC35E2A"	"ENSG00000215790"
"ZC3H11B"	"ENSG00000215817"
"SDHAP2"	"ENSG00000215837"
"TSTD1"	"ENSG00000215845"
"PDZK1P1"	"ENSG00000215859"
"MARCKSL1P2"	"ENSG00000215878"
"CYB5RL"	"ENSG00000215883"
"HSPA5P1"	"ENSG00000215895"
"CROCCP2"	"ENSG00000215908"
"C1orf167"	"ENSG00000215910"
"TTC34"	"ENSG00000215912"
"ATAD3C"	"ENSG00000215915"
"H1-12P"	"ENSG00000216331"
"RPL12P2"	"ENSG00000216412"
"RPSAP43"	"ENSG00000216471"
"IFI30"	"ENSG00000216490"
"GAPDHP72"	"ENSG00000216624"
"RPL7P25"	"ENSG00000216636"
"RPL8P1"	"ENSG00000216676"
"RPL17P26"	"ENSG00000216854"
"RPS2P55"	"ENSG00000216866"
"RPL22P12"	"ENSG00000216867"
"CCDC7"	"ENSG00000216937"
"RPL7P58"	"ENSG00000216938"
"RPL21P65"	"ENSG00000216977"
"RPL10P1"	"ENSG00000217026"
"TPT1P4"	"ENSG00000217027"
"PPIAP31"	"ENSG00000217094"
"FNIP1"	"ENSG00000217128"
"PRELID1P1"	"ENSG00000217325"
"PSMC1P11"	"ENSG00000217385"
"ISCA1P1"	"ENSG00000217416"
"CKLF"	"ENSG00000217555"
"YWHAZP10"	"ENSG00000217624"
"PTGES3P2"	"ENSG00000217643"
"RPS10P3"	"ENSG00000217716"
"RBMXP5"	"ENSG00000217835"
"ZNF839P1"	"ENSG00000217896"
"HSPE1P8"	"ENSG00000217897"
"PAM16"	"ENSG00000217930"
"ADAMTS7P4"	"ENSG00000218052"
"SLC25A5P7"	"ENSG00000218180"
"RPS27AP11"	"ENSG00000218208"
"TATDN2P2"	"ENSG00000218226"
"RPS4XP7"	"ENSG00000218265"
"MORF4L1P1"	"ENSG00000218283"
"CDC14C"	"ENSG00000218305"
"RAET1K"	"ENSG00000218358"
"NDUFS5P1"	"ENSG00000218424"
"H2AZP3"	"ENSG00000218502"
"HNRNPA1P37"	"ENSG00000218574"
"GAPDHP63"	"ENSG00000218582"
"CEBPZOS"	"ENSG00000218739"
"ZNF579"	"ENSG00000218891"
"PTMAP3"	"ENSG00000218902"
"FTH1P15"	"ENSG00000218980"
"ARL4AP5"	"ENSG00000218996"
"CELA3B"	"ENSG00000219073"
"NPM1P37"	"ENSG00000219085"
"RPL23AP48"	"ENSG00000219135"
"RPS4XP8"	"ENSG00000219146"
"HMGB1P20"	"ENSG00000219163"
"RNASEK"	"ENSG00000219200"
"RPL31P52"	"ENSG00000219355"
"RPL23P8"	"ENSG00000219451"
"NBPF1"	"ENSG00000219481"
"FTH1P8"	"ENSG00000219507"
"UMAD1"	"ENSG00000219545"
"RPL17P25"	"ENSG00000219547"
"PPP1R3G"	"ENSG00000219607"
"FAM228B"	"ENSG00000219626"
"RPL32P16"	"ENSG00000219747"
"RPSAP45"	"ENSG00000219773"
"RPL21P67"	"ENSG00000219776"
"PPIAP9"	"ENSG00000219797"
"GAPDHP42"	"ENSG00000219881"
"OR7E104P"	"ENSG00000219926"
"RPL12P8"	"ENSG00000219932"
"LINGO3"	"ENSG00000220008"
"RPL7P27"	"ENSG00000220069"
"MTCYBP4"	"ENSG00000220113"
"HNRNPA1P12"	"ENSG00000220157"
"ZGLP1"	"ENSG00000220201"
"VAMP2"	"ENSG00000220205"
"ACTBP8"	"ENSG00000220267"
"H2BC19P"	"ENSG00000220323"
"PPIAP74"	"ENSG00000220343"
"HMGB1P13"	"ENSG00000220557"
"RPL35P2"	"ENSG00000220583"
"RPL5P18"	"ENSG00000220744"
"RPL21P28"	"ENSG00000220749"
"RPSAP44"	"ENSG00000220773"
"MTMR9LP"	"ENSG00000220785"
"RPL21P119"	"ENSG00000220793"
"LINC01881"	"ENSG00000220804"
"RPL21P16"	"ENSG00000220842"
"RPS18P9"	"ENSG00000220848"
"H3C9P"	"ENSG00000220875"
"HNRNPA1P41"	"ENSG00000220937"
"OR6B1"	"ENSG00000221813"
"EBF2"	"ENSG00000221818"
"C6orf226"	"ENSG00000221821"
"PPP3R1"	"ENSG00000221823"
"FANCG"	"ENSG00000221829"
"OR2A5"	"ENSG00000221836"
"AP4M1"	"ENSG00000221838"
"OR2A12"	"ENSG00000221858"
"PLXNA4"	"ENSG00000221866"
"CEBPD"	"ENSG00000221869"
"OR3A2"	"ENSG00000221882"
"ARIH2OS"	"ENSG00000221883"
"OR1C1"	"ENSG00000221888"
"NPTXR"	"ENSG00000221890"
"FAM200A"	"ENSG00000221909"
"PPP2R2A"	"ENSG00000221914"
"ZNF880"	"ENSG00000221923"
"TRIM16"	"ENSG00000221926"
"DENND10P1"	"ENSG00000221930"
"OR2A25"	"ENSG00000221933"
"TIGD1"	"ENSG00000221944"
"XKR9"	"ENSG00000221947"
"SLC12A8"	"ENSG00000221955"
"TMEM14EP"	"ENSG00000221962"
"APOL6"	"ENSG00000221963"
"FADS3"	"ENSG00000221968"
"OR2A1"	"ENSG00000221970"
"OR4E2"	"ENSG00000221977"
"CCNL2"	"ENSG00000221978"
"UBA52"	"ENSG00000221983"
"PPT2"	"ENSG00000221988"
"ZNF630"	"ENSG00000221994"
"TIAF1"	"ENSG00000221995"
"BTBD19"	"ENSG00000222009"
"FAM185A"	"ENSG00000222011"
"RAB6C"	"ENSG00000222014"
"POTEM"	"ENSG00000222036"
"C10orf55"	"ENSG00000222047"
"RNA5SP450"	"ENSG00000223138"
"FTH1P10"	"ENSG00000223361"
"RPS10P7"	"ENSG00000223396"
"RPS26P15"	"ENSG00000223416"
"GAPDHP69"	"ENSG00000223460"
"EXOSC6"	"ENSG00000223496"
"VPS52"	"ENSG00000223501"
"RPL23AP53"	"ENSG00000223508"
"KIF28P"	"ENSG00000223519"
"EEF1A1P8"	"ENSG00000223529"
"ZNF844"	"ENSG00000223547"
"TMSB4XP4"	"ENSG00000223551"
"SMPD4P1"	"ENSG00000223553"
"RPL3P11"	"ENSG00000223568"
"TINCR"	"ENSG00000223573"
"RBMX2P3"	"ENSG00000223575"
"EEF1A1P41"	"ENSG00000223600"
"HBD"	"ENSG00000223609"
"EEF1A1P24"	"ENSG00000223668"
"RPL34P26"	"ENSG00000223676"
"NSUN5P1"	"ENSG00000223705"
"IFITM3P2"	"ENSG00000223722"
"RAD17P2"	"ENSG00000223724"
"TSSC2"	"ENSG00000223756"
"MED15P9"	"ENSG00000223760"
"CD99P1"	"ENSG00000223773"
"RPS20P14"	"ENSG00000223803"
"PPIAP89"	"ENSG00000223819"
"CFL1P1"	"ENSG00000223820"
"EEF1A1P1"	"ENSG00000223822"
"DAZAP2P1"	"ENSG00000223825"
"FAM95B1"	"ENSG00000223839"
"NPM1P19"	"ENSG00000223864"
"HLA-DPB1"	"ENSG00000223865"
"RPS8P10"	"ENSG00000223877"
"PPIAP53"	"ENSG00000223878"
"EEF1A1P36"	"ENSG00000223912"
"AFG3L1P"	"ENSG00000223959"
"UBBP3"	"ENSG00000223962"
"ATP5F1CP1"	"ENSG00000224004"
"RPL21P32"	"ENSG00000224019"
"CDYLP1"	"ENSG00000224039"
"CPTP"	"ENSG00000224051"
"SRSF3P4"	"ENSG00000224061"
"UBE2FP1"	"ENSG00000224080"
"SLC44A3-AS1"	"ENSG00000224081"
"MTCO1P11"	"ENSG00000224083"
"RPS24P8"	"ENSG00000224094"
"HMGB1P9"	"ENSG00000224159"
"SDHDP6"	"ENSG00000224183"
"RPSAP18"	"ENSG00000224261"
"MSL3P1"	"ENSG00000224287"
"MRPL49P1"	"ENSG00000224296"
"ANKRD30BP2"	"ENSG00000224309"
"RPL7P7"	"ENSG00000224315"
"RPL12P14"	"ENSG00000224321"
"IGHV4-59"	"ENSG00000224373"
"PRR29"	"ENSG00000224383"
"C4B"	"ENSG00000224389"
"OR6D1P"	"ENSG00000224402"
"HSP90AA2P"	"ENSG00000224411"
"ATP5PBP1"	"ENSG00000224451"
"ATXN1L"	"ENSG00000224470"
"SMIM13"	"ENSG00000224531"
"EIF4BP3"	"ENSG00000224546"
"NDUFA4P1"	"ENSG00000224550"
"RPS26P20"	"ENSG00000224553"
"HLA-DPB2"	"ENSG00000224557"
"HNRNPA1P48"	"ENSG00000224578"
"RPL29P19"	"ENSG00000224594"
"SVIL-AS1"	"ENSG00000224597"
"RPS27AP16"	"ENSG00000224631"
"RPS28P5"	"ENSG00000224646"
"EIF3EP2"	"ENSG00000224674"
"ZNF812P"	"ENSG00000224689"
"NPIPA3"	"ENSG00000224712"
"CETN4P"	"ENSG00000224786"
"BTF3P4"	"ENSG00000224820"
"USP21P1"	"ENSG00000224826"
"TMEM183B"	"ENSG00000224831"
"BTF3P9"	"ENSG00000224834"
"GCSHP5"	"ENSG00000224837"
"RPL12P17"	"ENSG00000224839"
"RPL29P11"	"ENSG00000224858"
"YBX1P1"	"ENSG00000224861"
"NDUFAF8"	"ENSG00000224877"
"ARL14EPP1"	"ENSG00000224891"
"RPS4XP16"	"ENSG00000224892"
"SRP14P1"	"ENSG00000224906"
"RPL21P91"	"ENSG00000224907"
"PARP4P2"	"ENSG00000224976"
"TMEM233"	"ENSG00000224982"
"RPL29P12"	"ENSG00000224993"
"EIF4BP7"	"ENSG00000225031"
"CDK4P1"	"ENSG00000225036"
"MDM4P1"	"ENSG00000225066"
"RPL23AP2"	"ENSG00000225067"
"RPS26P58"	"ENSG00000225071"
"RPL3P7"	"ENSG00000225093"
"PSME2P2"	"ENSG00000225131"
"DYNC1I2P1"	"ENSG00000225137"
"GOLGA2P7"	"ENSG00000225151"
"TUBAP9"	"ENSG00000225154"
"NPM1P39"	"ENSG00000225159"
"RPSAP58"	"ENSG00000225178"
"PLEKHM1"	"ENSG00000225190"
"RPS12P26"	"ENSG00000225193"
"RPL10P17"	"ENSG00000225196"
"DUXAP9"	"ENSG00000225210"
"RPS27AP12"	"ENSG00000225224"
"RPL21P107"	"ENSG00000225239"
"RPL5P25"	"ENSG00000225251"
"ST13P6"	"ENSG00000225259"
"RPL8P2"	"ENSG00000225267"
"CICP12"	"ENSG00000225270"
"RPL23AP18"	"ENSG00000225338"
"SNX18P3"	"ENSG00000225345"
"SLC25A5P8"	"ENSG00000225347"
"ANKRD49P2"	"ENSG00000225349"
"TDGF1P3"	"ENSG00000225366"
"RPS15AP17"	"ENSG00000225405"
"RPL21P3"	"ENSG00000225419"
"RBMS1P1"	"ENSG00000225422"
"TNPO1P1"	"ENSG00000225423"
"RPS15AP10"	"ENSG00000225447"
"RAB6C-AS1"	"ENSG00000225449"
"GBP1P1"	"ENSG00000225492"
"FAM197Y5"	"ENSG00000225516"
"MKRN2OS"	"ENSG00000225526"
"FAM197Y8"	"ENSG00000225560"
"CCT4P2"	"ENSG00000225569"
"RPL35P5"	"ENSG00000225573"
"PA2G4P5"	"ENSG00000225580"
"MTND2P28"	"ENSG00000225630"
"SNRPEP5"	"ENSG00000225642"
"SBDSP1"	"ENSG00000225648"
"MCRIP1"	"ENSG00000225663"
"HNRNPA1P35"	"ENSG00000225695"
"SLC26A6"	"ENSG00000225697"
"NPM1P18"	"ENSG00000225739"
"LINC00431"	"ENSG00000225760"
"DHRS4L1"	"ENSG00000225766"
"RPS29P3"	"ENSG00000225770"
"FAM229A"	"ENSG00000225828"
"ERCC6"	"ENSG00000225830"
"WDR87BP"	"ENSG00000225868"
"C3orf86"	"ENSG00000225873"
"FRG2B"	"ENSG00000225899"
"RPL26P36"	"ENSG00000225912"
"RPL7P59"	"ENSG00000225918"
"RIMKLBP2"	"ENSG00000225920"
"NOL7"	"ENSG00000225921"
"RPL21P92"	"ENSG00000225922"
"RPS14P5"	"ENSG00000225933"
"ELFN1"	"ENSG00000225968"
"RPS3AP51"	"ENSG00000225971"
"MTND1P23"	"ENSG00000225972"
"PIGBOS1"	"ENSG00000225973"
"HMGB1P26"	"ENSG00000225984"
"RPL23AP34"	"ENSG00000225991"
"CCT8P1"	"ENSG00000226015"
"LGALS17A"	"ENSG00000226025"
"PPIAP21"	"ENSG00000226038"
"TLK2P1"	"ENSG00000226049"
"MEMO1P1"	"ENSG00000226054"
"PHF2P2"	"ENSG00000226057"
"RPL6P4"	"ENSG00000226080"
"UQCRFS1P1"	"ENSG00000226085"
"EIF3LP3"	"ENSG00000226086"
"AHCTF1P1"	"ENSG00000226121"
"FTCDNL1"	"ENSG00000226124"
"RPS3AP46"	"ENSG00000226132"
"RPS27AP3"	"ENSG00000226144"
"HNRNPA1P3"	"ENSG00000226188"
"WASH8P"	"ENSG00000226210"
"RPL26P19"	"ENSG00000226221"
"NPIPB14P"	"ENSG00000226232"
"RPL37AP1"	"ENSG00000226243"
"MRPL35P3"	"ENSG00000226253"
"GTF2H2B"	"ENSG00000226259"
"RPL12P10"	"ENSG00000226279"
"ARPC3P1"	"ENSG00000226284"
"RPS3AP10"	"ENSG00000226292"
"NPY6R"	"ENSG00000226306"
"ZNF192P1"	"ENSG00000226314"
"RPSAP49"	"ENSG00000226327"
"RPS6P20"	"ENSG00000226356"
"RPL10AP6"	"ENSG00000226360"
"RPL23P11"	"ENSG00000226407"
"TPI1P1"	"ENSG00000226415"
"SLC25A5P5"	"ENSG00000226421"
"RPL15P13"	"ENSG00000226428"
"H3P43"	"ENSG00000226436"
"ADAM1B"	"ENSG00000226469"
"TMEM185B"	"ENSG00000226479"
"FTOP1"	"ENSG00000226491"
"RPL26P27"	"ENSG00000226493"
"RPSAP21"	"ENSG00000226498"
"USF1P1"	"ENSG00000226501"
"RPS7P10"	"ENSG00000226525"
"GAPDHP73"	"ENSG00000226540"
"FTH1P20"	"ENSG00000226564"
"FTLP3"	"ENSG00000226608"
"RPL21P110"	"ENSG00000226617"
"RPL7P37"	"ENSG00000226646"
"PSMD10P2"	"ENSG00000226652"
"HSPA9P1"	"ENSG00000226666"
"RPL15P14"	"ENSG00000226701"
"EEF1DP2"	"ENSG00000226721"
"HSBP1L1"	"ENSG00000226742"
"CUTALP"	"ENSG00000226752"
"PGAM4"	"ENSG00000226784"
"WBP11P2"	"ENSG00000226789"
"C13orf42"	"ENSG00000226792"
"SUGT1P1"	"ENSG00000226823"
"NPM1P11"	"ENSG00000226827"
"RPSAP17"	"ENSG00000226855"
"H3P44"	"ENSG00000226881"
"ERVMER34-1"	"ENSG00000226887"
"RPS14P4"	"ENSG00000226928"
"CEP164P1"	"ENSG00000226937"
"RPS4XP2"	"ENSG00000226948"
"COX6A1P2"	"ENSG00000226976"
"CENPCP1"	"ENSG00000226982"
"NBPF2P"	"ENSG00000227001"
"RPS24P19"	"ENSG00000227008"
"GTF2IP7"	"ENSG00000227038"
"C14orf132"	"ENSG00000227051"
"WDR46"	"ENSG00000227057"
"RPS28P7"	"ENSG00000227097"
"PARP1P1"	"ENSG00000227105"
"RPL12P44"	"ENSG00000227123"
"ZNF717"	"ENSG00000227124"
"OR2T7"	"ENSG00000227152"
"TRGC2"	"ENSG00000227191"
"WASH7P"	"ENSG00000227232"
"HCG4B"	"ENSG00000227262"
"KLLN"	"ENSG00000227268"
"HSFY3P"	"ENSG00000227289"
"ELL2P1"	"ENSG00000227295"
"RPL23AP43"	"ENSG00000227337"
"THRAP3P1"	"ENSG00000227339"
"RPL15P1"	"ENSG00000227343"
"HAUS6P1"	"ENSG00000227344"
"PARG"	"ENSG00000227345"
"HNRNPKP2"	"ENSG00000227347"
"TP73-AS1"	"ENSG00000227372"
"FTH1P16"	"ENSG00000227376"
"PPIAP2"	"ENSG00000227379"
"RPL35AP2"	"ENSG00000227383"
"STK33P1"	"ENSG00000227412"
"RPS8P4"	"ENSG00000227437"
"FGF7P6"	"ENSG00000227449"
"HNRNPA1P63"	"ENSG00000227453"
"MTND4P30"	"ENSG00000227454"
"AKR1B15"	"ENSG00000227471"
"RPL6P24"	"ENSG00000227474"
"SCAMP4"	"ENSG00000227500"
"LTB"	"ENSG00000227507"
"RPL7P6"	"ENSG00000227525"
"RPS15AP30"	"ENSG00000227560"
"RPS3AP37"	"ENSG00000227583"
"RPS26P39"	"ENSG00000227586"
"USP9YP21"	"ENSG00000227635"
"HNRNPA1P14"	"ENSG00000227638"
"RPL7P2"	"ENSG00000227663"
"ZNF731P"	"ENSG00000227671"
"RPL23AP74"	"ENSG00000227694"
"RD3L"	"ENSG00000227729"
"CALR4P"	"ENSG00000227742"
"RPL7P12"	"ENSG00000227770"
"RPS10P9"	"ENSG00000227791"
"RPL21P90"	"ENSG00000227805"
"SLC9A7P1"	"ENSG00000227825"
"CARM1P1"	"ENSG00000227835"
"DPY19L2P3"	"ENSG00000227855"
"RPL23AP89"	"ENSG00000227875"
"MRLN"	"ENSG00000227877"
"PSPC1P1"	"ENSG00000227879"
"RPS26P13"	"ENSG00000227887"
"RPL3P2"	"ENSG00000227939"
"NPM1P22"	"ENSG00000227969"
"PIN4P1"	"ENSG00000227973"
"POLR2J2"	"ENSG00000228049"
"SEC63P1"	"ENSG00000228057"
"RPL7P47"	"ENSG00000228071"
"ST13P19"	"ENSG00000228110"
"CASP16P"	"ENSG00000228146"
"RPL3P1"	"ENSG00000228149"
"HNRNPA1P21"	"ENSG00000228168"
"PPIAP19"	"ENSG00000228169"
"RPL5P27"	"ENSG00000228195"
"PTPN2P1"	"ENSG00000228196"
"OR2M3"	"ENSG00000228198"
"ATF4P3"	"ENSG00000228218"
"NPM1P30"	"ENSG00000228219"
"NACA4P"	"ENSG00000228224"
"GAPDHP1"	"ENSG00000228232"
"TXNP5"	"ENSG00000228236"
"UBBP2"	"ENSG00000228247"
"COL6A4P2"	"ENSG00000228252"
"MT-ATP8"	"ENSG00000228253"
"BMS1P17"	"ENSG00000228294"
